Dataset Name,Begin Datetime,End Datetime,Notes,Attribute Description,Resource ID,Resource URL,Resource Format
parklets-wien,2018-05-01T00:00:00,,Der Datensatz enthält alle von der Grätzloase unterstützten belebten Freiräume (Parklets) in Wien.,Nr=laufende Nummer  Tätigkeit=Was wird angeboten  Name=Name des Parklets   Bezirk= Bezirk    Adresse=Adresse   Beginn=Datum ab wann das Parklet installiert ist  Ende=Datum ab wann das Parklet abgebaut ist,49d0f9c0-0be1-44b7-bf9f-894607196a0b,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:PARKLETSOGD &srsName=EPSG:4326&outputFormat=csv,CSV
oeffentliche-wc-anlagen-standorte-wien,2021-03-25T00:00:00,,WC Anlagen in Wien die öffentlich zugängig sind  ,"WC_ID:Identifikation des Standortes
Bezirk:Wiener Gemeindebezirksnummer
Straße:Straße
Ortsangabe:nähere Beschreibung des Ortes (im Park, …)
Zusatz:eventuelle Zusatzinformationen
Aktiv:J/N je nachdem ob das WC geöffnet ist
Oeffnungszeit:Uhrzeiten wann das WC geöffnet ist           
Einschraenkungen:Einschränkungen bei den Öffnungszeiten
Personalbetreuung:Zeiten, wann Personal vor Ort ist
Kategorie:Typen und Anzahl der Anlagen
Ausstattung:zusätzliche Ausstattung
Kontakt:Telefonnummer für Kontakte
Abteilung:für die WC-Anlage zuständige Dienststelle
Information:Link zur Webseite
",86beca0f-90f1-467c-abfd-174db777e51c,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WCANLAGE2OGD&srsName=EPSG:4326&outputFormat=csv,CSV
laermschutzwaende,2017-11-01T00:00:00,,Lärmschutzwände der MA 29 - Brückenbau und Grundbau,"BEZIRK (Bezirksnummer bis 2 Stellen), Beschreibung Character, Länge in Metern, HMIN in Metern, HMAX in Metern, Fläche in m², Objektname_o Character, Strassencode_o Character, Strassenname_o",61b4ea67-41a7-4133-b38d-d6b51919a3da,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:LAERMSCHUTZOGD,CSV
intermodales-verkehrsreferenzsystem-gipat-reitwege-wien,2019-06-03T00:00:00,,"Dieser Datenbestand enthält die Reitwege und Reiterlaubnisse im Wiener Prater, die im intermodalen, amtlichen Verkehrsreferenzsystem Österreichs (GIP.at) erfasst wurden.","BEZEICHNUNG = Bezeichnung des Reitwegenetzes
VERORDNUNG = Hinweis über die Nutzung von Reitwegen
VERORD_LINK = Link zur Verordnung",0e04b37c-0446-446d-9e49-e19e41c2014f,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:REITWEGOGD&srsName=EPSG:4326&outputFormat=csv,CSV
hochwasser-ueberflutungsflaechen,2017-01-01T00:00:00,,"Übersicht der bei Hochwasserereignissen überfluteten Gebieten. Es werden die Gebiete ausgewiesen, die statistisch alle 30, 100 und 300 Jahre von Hochwasserereignissen überflutet werden. Basis für diese Ausweisungen sind Niederschlags-, Abflussuntersuchungen für das jeweilige Einzugsgebiet des Fließgewässers. Die Darstellung erfolgt in Form von Überflutungsflächen.","PROJEKT_ID
PROJ_NR (alias Projektsummer) ; Projektsnummer des externen Auftragnehmers (Planungsbüro)
PROJ_BEARB (alias Projektsbearbeiter); Name des externen Auftragnehmers (Planungsbüro)
PROJ_DAT (alias Projektsdatum) ; Datum der Fertigstellung des Projektes durch das Planungsbüro
GEWAESSER ; Bezeichnung des projektierten Gewässers
HW_TEXT ; Bezeichnung der ausgewiesenen Hochwasserüberflutungsflächen
Anmerkung ; Anmerkung zur ausgewiesenen Gefahrenzone (bzw. Datensatz)
ANL_ID ; WIS Anlagen_ID
KURZRID ; Eindeutige Id-Nummer gemäß österreichischem Gesamtgewässernetz bzw. Berichtsgewässernetz (GGN - BGN)",e836f92c-784f-450b-80ec-503d39f42d19,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:HWASSERFLUTOGD&maxFeatures=5,CSV
hochwasser-gefahrenzonenplan,2017-01-01T00:00:00,,"Übersicht der hochwassergefährdeten Bereiche für Hochwasserereignisse, die statistisch einmal in hundert Jahren auftreten. Basis für die Ausweisungen sind Niederschlags-, Abflussuntersuchungen für das jeweilige Einzugsgebiet des Fließgewässers. Die hochwassergefährdeten Bereiche werden gemäß den technischen Richtlinien für die Bundeswasserbauverwaltung BWV in verschiedenen Zonen unterteilt. Gefahrenzonenausweisung: Rote-Zone = Bauverbotszone, Rot-gelbe Zone = Retentions-, Abfluss- und wasserwirtschaftliche Zone, Gelbe Zone = Gebots- und Vorsorgezone, Blaue Zone = Wasserwirtschaftliche Bedarfszone","PROJEKT_ID
PROJ_NR (alias Projektsummer) ; Projektsnummer des externen Auftragnehmers (Planungsbüro)
PROJ_BEARB (alias Projektsbearbeiter); Name des externen Auftragnehmers (Planungsbüro)
PROJ_DAT (alias Projektsdatum) ; Datum der Fertigstellung des Projektes durch das Planungsbüro
GEWAESSER ; Bezeichnung des projektierten Gewässers
GFZ_TEXT (alias Gefahrenzonen Ausweisung) ; Bezeichnung der ausgewiesenen Gefahrenzone
Anmerkung ; Anmerkung zur ausgewiesenen Gefahrenzone (bzw. Datensatz)
RECHT (alias Rechtliche Verbindlichkeit) ; Rechtliche Verbindlichkeit - Rechtlich verbindlich, Rechtlich nicht verbindlich
KOMM_GZ (alias Kommissionierung GZ) ; GZ der rechtlichen Kommissionierung durch das BMLFUW
KOMM_DAT (Datum der Kommissionierung) ; Datum der Kommissionierung durch das BMLFUW
ANL_ID ; WIS Anlagen_ID
KURZRID ; Eindeutige Id-Nummer gemäß österreichischem Gesamtgewässernetz bzw. Berichtsgewässernetz (GGN - BGN)",5739dc27-f841-43db-8f63-a12d0c645c68,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:HWGEFAHROGD&maxFeatures=5,CSV
gehsteigbreiten-2016-wien,2016-01-01T00:00:00,,"Der Datensatz zeigt, wo Gehsteige mindestens 2 m breit sind und wo nicht. Das ist eine Zielgröße des STEP 2025 Fachkonzepts Mobilität (vgl. S. 50 „Einführung einer durchgängigen Mindestgehsteigbreite von 2,0 m“).","LINK_ID: Referenz zur GIP  
NAME1: Straßenname  
br_klass: 0: < 2m Breite d.h. „schmal“  
br_klass: 1: >=2m Breite d.h. „breit“",8a446463-1e0b-4959-b962-be9458a7173f,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:GSTGBREITEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
familienhebammen-der-stadt-wien,2017-01-01T00:00:00,,"Schwangerschaft und Geburt sind eine ganz besondere und wichtige Zeit für werdende Mütter und Väter. Bei allen Fragen rund um Schwangerschaft, Geburt und Stillzeit beraten die Wiener Familienhebammen – kostenlos und nah bei Ihrem Wohnort!",,13b5495e-6044-45de-8bfa-9a7d4eb18b54,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:FAMHEBAMMEOGD &srsName=EPSG:4326&outputFormat=csv,CSV
energieprojekte-wien,2018-06-30T00:00:00,,"Energetische Vorzeigeprojekte in Wien werden in dieser Datenbank gesammelt, inklusive Bildern und technischen Daten bereitgestellt. Zu diesen Projekten zählen einerseits effiziente Gebäude in  Wien, besonders innovative Energieerzeugungsanlagen und andererseits neue und interessante Ausbildungen zum Thema Energie. Alle Projekte werden sowohl in Deutsch als auch in Englisch dargestellt.","Bezeichnung-signifikaten Titel  
Projekt-ID-Zahl nach Eingabereihenfolge  
Kategorie-Einteilung der Projekte in unterschiedliche Kategorien  
Subkategorie-Einteilung der Projekte in unterschiedliche Subkategorien  
Status-in welcher Projektephase befindet sich das Projekt (Planung, Bau, Realisiert)   
Besonderheit-Was zeichnet das Projekt aus?  
Bruttogrundfläche-Summe der Grundflächen aller Geschosse  
Hauptnutzung-Wohnnutzung, gewerbliche Nutzung  
Energieeffizienzklasse-Eine Bewertungsskala für das europäische Energie Label  
Heizwärmebedarf-errechnete Energiemenge, die einem Gebäude innerhalb der Heizperiode zuzuführen ist  
Energieträger-Stoffe, deren Energiegehalt für Energieumwandlungsprozesse nutzbar sind  
Nennleistung elektrisch-die vom Hersteller angegebene elektrische Leistung  
Nennleistung thermisch-die vom Hersteller angegebene thermische Leistung  
Ertrag elektrisch-erzeugte Strommenge  
Ertrag thermisch-erzeugte Wärmemenge  
Volllaststunden elektrisch-ein rechnerisch ermitteltes Maß zur Beschreibung der Ausnutzung einer Stromerzeugungsanlage  
Volllaststunden thermisch-ein rechnerisch ermitteltes Maß zur Beschreibung der Ausnutzung einer Wärmeerzeugungsanlage   
Spitzenlastabdeckung-Möglichkeit einen kurzeitig hohen Energiebedarf abzudecken  
Speicherkapazität-gibt an, wie viel Energie aus einem Speicher als nutzbare Energie zur Verfügung steht",e96db885-f9e2-4c98-aed9-480360f7dd89,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:ENINNOVPRJV2OGD &srsName=EPSG:4326&outputFormat=csv,CSV
energieprojekte-wien,2018-06-30T00:00:00,,"Energetische Vorzeigeprojekte in Wien werden in dieser Datenbank gesammelt, inklusive Bildern und technischen Daten bereitgestellt. Zu diesen Projekten zählen einerseits effiziente Gebäude in  Wien, besonders innovative Energieerzeugungsanlagen und andererseits neue und interessante Ausbildungen zum Thema Energie. Alle Projekte werden sowohl in Deutsch als auch in Englisch dargestellt.","Bezeichnung-signifikaten Titel  
Projekt-ID-Zahl nach Eingabereihenfolge  
Kategorie-Einteilung der Projekte in unterschiedliche Kategorien  
Subkategorie-Einteilung der Projekte in unterschiedliche Subkategorien  
Status-in welcher Projektephase befindet sich das Projekt (Planung, Bau, Realisiert)   
Besonderheit-Was zeichnet das Projekt aus?  
Bruttogrundfläche-Summe der Grundflächen aller Geschosse  
Hauptnutzung-Wohnnutzung, gewerbliche Nutzung  
Energieeffizienzklasse-Eine Bewertungsskala für das europäische Energie Label  
Heizwärmebedarf-errechnete Energiemenge, die einem Gebäude innerhalb der Heizperiode zuzuführen ist  
Energieträger-Stoffe, deren Energiegehalt für Energieumwandlungsprozesse nutzbar sind  
Nennleistung elektrisch-die vom Hersteller angegebene elektrische Leistung  
Nennleistung thermisch-die vom Hersteller angegebene thermische Leistung  
Ertrag elektrisch-erzeugte Strommenge  
Ertrag thermisch-erzeugte Wärmemenge  
Volllaststunden elektrisch-ein rechnerisch ermitteltes Maß zur Beschreibung der Ausnutzung einer Stromerzeugungsanlage  
Volllaststunden thermisch-ein rechnerisch ermitteltes Maß zur Beschreibung der Ausnutzung einer Wärmeerzeugungsanlage   
Spitzenlastabdeckung-Möglichkeit einen kurzeitig hohen Energiebedarf abzudecken  
Speicherkapazität-gibt an, wie viel Energie aus einem Speicher als nutzbare Energie zur Verfügung steht",727649c2-e2b2-4dfc-8e14-469460ffde60,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:V_OGD_ENERGIEPROJEKTE_FOTO_T &srsName=EPSG:4326&outputFormat=csv,CSV
alles-gurgelt-standorte-wien,2021-05-06T00:00:00,,"Standorte der Rewe Tochtergesellschaften Billa, Billa Plus, BIPA, Penny und Tankstellenshops in Wien, bei denen Gurgel Tests abgegeben werden können.","NAME Name der Filiale
ADRESSE Adresse des Standortes
OEFF_MONTAG Filialöffnungszeiten Montag
OEFF_DIENSTAG Filialöffnungszeiten Dienstag
OEFF_MITTWOCH Filialöffnungszeiten Mittwoch
OEFF_DONNERSTAG Filialöffnungszeiten Donnerstag
OEFF_FREITAG Filialöffnungszeiten Freitag
OEFF_SAMSTAG Filialöffnungszeiten Samstag
WEBLINK Link zu Alles Gurgelt
",dd1aa9aa-c150-4aa0-a232-d8e447e12b02,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:ALLESGURGELTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
abwarmepotenziale-wien,2018-03-01T00:00:00,,"Vorhandene Energiepotenziale vor Ort sollen optimal genutzt und der Energiebedarf soll mit den örtlich vorhandenen Ressourcen frühzeitig abgestimmt werden. Dabei sollen ungenützte Wärmepotenziale, die bei betrieblichen Prozessen entstehen, sichtbar gemacht werden. Diese Energie könnte bei Bedarf anderen Verbraucherinnen und Verbrauchern zur Verfügung gestellt werden.Dazu wurde analysiert, welche potenziellen Abwärmequellen in der Stadt wo vorhanden sind und ob diese zu einer nachhaltigen, energieeffizienten und wirtschaftlichen Energieversorgung des (benachbarten) Gebäudebestandes beitragen können.","Niedertemperaturabwärme (35-100°C)  
Mitteltemperaturabwärme (100-500°C)  
Hochtemperaturabwärme (>500°C)  
Alle anderen Attribute sind selbsterklärend",a05018b8-e559-4574-a777-3e5db63a5ea0,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:ABWARMEPOTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
bauperioden-bautypologien-wien,1997-01-01,,"Für große Teile des Wiener Stadtgebietes werden Informationen zu Bauperioden sowie zur Bautypologie der Gebäude erhoben. Bauperioden Übersicht gliedert vereinfacht nach vier Zeiträumen, Bauperioden Detail ermöglicht eine feinere Unterteilung nach zehn Zeiträumen. Für die bautypologische Übersicht wurde die Gebäudesubstanz mit einer weitgehend offenen Typisierung klassifiziert. ","OBJECTID
Shape (=Geometrie)
BEZUG
OBJ_STR (=Bauperiode Detail)
OBJ_STR_TXT (=Bauperiode Detail Text)
OBJ_STR2 (=Bauperiode Übersicht)                                                                                     
OBJ_STR2_TXT (=Bauperiode Übersicht Text)                                                                 
BAUTYP (=Bautyp)
BAUTYP_TXT (=Bautyp Text)                                                                                                   
ACD (=Adresscode)
SE_ANNO_CAD_DATA (=Geometrie)                                                                                  ",168de227-26e4-43d7-aed5-8a56a0e7f13c,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:GEBAEUDETYPOGD&srsName=EPSG:4326&outputFormat=csv&maxFeatures=5,CSV
bauperioden-bautypologien-wien,1997-01-01,,"Für große Teile des Wiener Stadtgebietes werden Informationen zu Bauperioden sowie zur Bautypologie der Gebäude erhoben. Bauperioden Übersicht gliedert vereinfacht nach vier Zeiträumen, Bauperioden Detail ermöglicht eine feinere Unterteilung nach zehn Zeiträumen. Für die bautypologische Übersicht wurde die Gebäudesubstanz mit einer weitgehend offenen Typisierung klassifiziert. ","OBJECTID
Shape (=Geometrie)
BEZUG
OBJ_STR (=Bauperiode Detail)
OBJ_STR_TXT (=Bauperiode Detail Text)
OBJ_STR2 (=Bauperiode Übersicht)                                                                                     
OBJ_STR2_TXT (=Bauperiode Übersicht Text)                                                                 
BAUTYP (=Bautyp)
BAUTYP_TXT (=Bautyp Text)                                                                                                   
ACD (=Adresscode)
SE_ANNO_CAD_DATA (=Geometrie)                                                                                  ",47df66fc-de4e-458c-a31e-ddb73fd31753,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BAUPERIODEGROBOGD&srsName=EPSG:4326&outputFormat=csv&maxFeatures=5,CSV
bauperioden-bautypologien-wien,1997-01-01,,"Für große Teile des Wiener Stadtgebietes werden Informationen zu Bauperioden sowie zur Bautypologie der Gebäude erhoben. Bauperioden Übersicht gliedert vereinfacht nach vier Zeiträumen, Bauperioden Detail ermöglicht eine feinere Unterteilung nach zehn Zeiträumen. Für die bautypologische Übersicht wurde die Gebäudesubstanz mit einer weitgehend offenen Typisierung klassifiziert. ","OBJECTID
Shape (=Geometrie)
BEZUG
OBJ_STR (=Bauperiode Detail)
OBJ_STR_TXT (=Bauperiode Detail Text)
OBJ_STR2 (=Bauperiode Übersicht)                                                                                     
OBJ_STR2_TXT (=Bauperiode Übersicht Text)                                                                 
BAUTYP (=Bautyp)
BAUTYP_TXT (=Bautyp Text)                                                                                                   
ACD (=Adresscode)
SE_ANNO_CAD_DATA (=Geometrie)                                                                                  ",c553a92d-a010-4d83-90dc-5d506a8ca5f9,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BAUPERIODEDETAILOGD&srsName=EPSG:4326&outputFormat=csv&maxFeatures=5,CSV
stadt-wien_weltkulturerbewien,2011-01-01,,"Zwei auf der Weltkulturerbeliste der UNESCO befindliche großflächige Wiener Stadtgebiete: Das gesamte historische Stadtzentrum, das 2001 ernannt wurde, sowie Schloß und Park von Schönbrunn, die bereits 1996 in den Stand eines Weltkulturerbes erhoben wurden. Beide Zonen bestehen aus einer Kern- und Pufferzone. ","OBJECTID: Eine ID  
NAME: Name des Weltkulturerbes  
TYP: 1 oder 2, je nachdem es sich um eine Kern- oder Pufferzone handelt  
BEZEICHNUNG: Angaben zu Kern- oder Pufferzone  
INFO: nähere Information
",6688efd2-7092-4d6a-9866-6c0067b69b1c,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WELTKULTERBEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_hundezonenstandortewien,2012-01-01,,"Standorte der Hundezonen, Hundeausläufe und Hundeverbotszonen in Wiener Parkanlagen. ","PARK: Bezeichnung der Anlage   
FLAECHE: Größe der Hundefläche in Quadratmeter   
TYP: Bezeichnung des Hundeflächentyps (Hundezone, Hundeauslauf, Hundeverbotszone  
HUNDETRAENKE: Ja/Nein   
TELEFON: Telefonnummer  
 EINFRIEDUNG: Ja/Nein/Teilweise 
  WEBLINK1: Link zu Hundezonen in Wien",aaa0a663-22a2-4b73-862e-8f401bbd3aa6,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:HUNDEZONEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_behindertenparkpltzewien,2011-06-15,,"Behindertenzonen, Standorte, Wien ","STRNAM: Straßenname gem. amtlichem Straßennamenverzeichnis  
  ZEITRAUM: Gültigkeitszeitraum  
  STELLPL_ANZ: Anzahl der Stellplätze  
  BESCHREIBUNG: Beschreibung  
  WEBLINK2: Hyperlink  
  BEZIRK: Wiener Gemeindebezirk  
ONR_VON: Orientierungsnummer von  
ONR_BIS: Orientierungsnummer bis
",59451dcc-b3d9-4078-bc4f-e5f3e96b1a2c,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BEHINDERTENPARKPLATZOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_kindergrtenstandortewien,2011-05-09,,"Kindergärten, Standorte, Wien ","FID: Wert liefert die MA 14, Bsp: KINDERGARTENOGD.1197303      

OBJECTID: Wert liefert die MA 14, Bsp: 1197303      

SHAPE: Koordinaten, Bsp: POINT (16.31361723051465 
48.18508816868432)      

BEZEICHNUNG: Bsp: Kindergarten, Evangelisches Hilfswerk      

BETREIBER: Bsp: Wiener Kinderfreunde, Wiener Kindergärten      

ADRESSE: Bsp: 10., Feuchterslebengasse 67      

WEBLINK1: Derzeit wird auf zwei Seiten der MA 10 verlinkt; Unterscheidung zwischen privaten oder „städtischen“ KIGA; Bsp: bildung/kindergarten/private-angebote/index.html; bildung/kindergarten/staedtisches-angebot/index.html      

TYP_TXT: Art des Angebotes; Bsp: Kleinkindergruppe 0-3 Jahre, Kindergarten 3-6 Jahre      

TXTATT1: Unterscheidung privat oder öffentlich      

KONTAKT: Telefonnummer, Bsp: +43 676 811 864 379      

PLZ: Postleitzahl, Bsp: 1130      

KINDERGRUPPE: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

FAMILIE_0_6: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

FAMILIE_2_6: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20  

FAMILIE_3_10: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20    
  
HEILPAED_HORT_6_10: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

HEILPAED_KDG_3_6: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

HORT_6_10: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

INTEGRAT_FAMILIE_0_6: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

INTEGRAT_FAMILIE_2_6: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20  

INTEGRAT_FAMILIE_3_10: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

INTEGRAT_HORT_6_10: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

INTEGRAT_KDG_3_6: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

INTEGRAT_KLEINKINDER_0_3: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

KDG_3_6	: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

HALBTAGS_KDG_3_6: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

KLEINKINDER_0_3: Anzahl der bewilligten Platze in der Betreungsart, Bsp: 20      

SE_ANNO_CAD_DATA      

MA11_OBJEKT_ID: eindeutige ID des Standortes
",d2c32c6b-ef26-49b1-a207-c79745ad4777,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:KINDERGARTENOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_stadtwanderwegeundrundumadumwanderwegwien,2012-12-17,,Stadtwanderwege und Rundumadum-Wanderweg. ,"BEZ_TXT: Information über den Abschnitt  
URL_INFO: ein Link zu einer Informationsseite  
TYP: Typ 1 = Stadtwanderweg, Typ 2 = Rundumadum",9f5c3407-2fcb-41e5-80b5-05094aceece9,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WANDERWEGEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_standortederwohnpartnerwien,2016-01-01,,Alle Standorte von wohnpartner.,"BEZEICHNUNG: Typ des Standortes (z.B. Lokal oder Zentrale)  
ADRESSE: Adresse des Standortes (Bezirk., Straße, Hausnummer)  
TELEFON: Telefonnummer  
EMAIL: E-Mail-Adresse  
OEFFNUNGSZEIT: Öffnungszeiten  
WEBLINK: Link zur Homepage der wohnpartner
",ecec2a7f-f7dd-44f7-922f-a472b369d60e,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:WOHNPARTNEROGD,CSV
stadt-wien_museenundsammlungenwien,2013-09-24,,"Museen und Sammlungen
 ","ORGANISATION: Verantwortliche Stelle   
STANDORT/BEZIRK/STRASSE/ONR: offizielle Adresse  
WEBLINK 1: Sammlung oder Hauptseite  
WEBLINK 2: Hauptseite
",2a379054-b792-4679-b0df-6317624f8656,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:MUSEUMOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_krankenhuserstandortewien,2011-05-09,,"Krankenhäuser, Standorte, Wien ","BEZEICHNUNG: Objektbezeichnung  

ADRESSE: Adresse (Bezirksnummer, Straßenname, Orientierungsnummer)  

BEZIRK: Wiener Gemeindebezirksnummer  

LANGTEXT: Krankenhäuser öffentlich/privat
",821850d0-07ec-4de5-b4d8-a8f3bd4756d7,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:KRANKENHAUSOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_ambulanzenstandortewien,2011-10-19,,"Ambulanz, Standorte in öffentlichen  Krankenhäusern, Wien ","KRANKENHAUS_BEZEICHNUNG: Bezeichnung des Krankenhauses
ABTEILUNG: zugehörige Abteilung
BEZEICHNUNG: Name der Ambulanz
WEBLINK1: Link der Ambulanz
ADRESSE: Bezirksnummer, Straßenname, Orientierungsnummer
BEZIRK: Bezirksnummer
TELEFON: Telefonnummmer",c8f32fd6-d93a-49c3-a6f1-c5acc7a407ac,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:AMBULANZOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_campingpltzestandortewien,2011-05-09,,"Campingplätze, Standorte, Wien ","BETRIEB: Objektbezeichnung  

BEZIRK: Wiener Gemeindebezirksnummer  

STRASSE: Straßenname gem. amtlichem Straßennamenverzeichnis  

HAUSNUMMER: Orientierungsnummer gem. Wiener Adressregister  

INTERNET: Hyperlink
",6a2f4ae6-645d-4ac9-a966-45b0e8488266,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:CAMPINGPLATZOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_sehenswrdigkeitenstandortewien,2013-03-29,,Sehenswürdigkeiten in Wien ,"OBJECTID: Objektnummer  
NAME: Bezeichnung der Sehenswürdigkeit  
ADRESSE: Bezirk, Straßenname und Orientierungsnummer  
INTERNET: URL-Adresse  
BEZIRK: Bezirksangabe",7171e6f1-b749-4c35-8325-984212f4913c,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:SEHENSWUERDIGOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_schiffanlegestellenstandortewien,2013-03-29,,"Schiffanlegestellen der DDSG, Twin City Liner ","OBJECTID: eindeutiger Schlüssel  
NAME: Bezeichnung der Anlegestelle  
ADRESSE: Bezirk, Straßenname und Orientierungsnummer  
WEBLINK1: Internet-Adresse  
BEZIRK: Bezirksangabe",2a8f2c8f-a74e-4347-a0d5-a93ed361f5b7,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:SCHIFFANLEGESTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_stadtservicewienstandorte,2011-05-09,,Standorte des Stadtservice Wien und der Stadtinformation,"NAME: Objektbezeichnung  

ADRESSE: Adresse (Bezirksnummer, Straßenname, Orientierungsnummer)  

WEBLINK: Hyperlink
",b76461c0-30ba-4f8f-8f77-10767cec0d2f,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BUERGERDIENSTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_sirenenstandortewien,2013-12-13,,"""Warn- und Alarmsysteme"" sind Anlagen, die wichtige Informationen in einem weiten Umkreis und damit an viele Personen in kurzer Zeit verbreiten. Zum Beispiel Sirenen, Rundfunk und Fernsehen oder Internet.
 ","Typ der Sirene: elektronisch oder penumatisch
",5e330dbb-23f2-4abc-8c30-93c053d0aaab,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:SIRENEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
